2018-05-15 09:01:58.219 [restartedMain] INFO  com.csjscm.VicidataApplication 48- Starting VicidataApplication on jinqm439 with PID 1400 (E:\IT\workspace\vicidata\target\classes started by Administrator in E:\IT\workspace\vicidata)
2018-05-15 09:01:58.221 [restartedMain] INFO  com.csjscm.VicidataApplication 593- No active profile set, falling back to default profiles: default
2018-05-15 09:01:58.252 [restartedMain] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext 583- Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@4ac3454a: startup date [Tue May 15 09:01:58 GMT+08:00 2018]; root of context hierarchy
2018-05-15 09:01:58.319 [background-preinit] INFO  org.hibernate.validator.internal.util.Version 30- HV000001: Hibernate Validator 5.3.6.Final
2018-05-15 09:01:59.240 [restartedMain] INFO  o.s.b.factory.support.DefaultListableBeanFactory 828- Overriding bean definition for bean 'mysqlTranscationManager' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=mroMysqlDataSourceConfig; factoryMethodName=mysqlTranscationManager; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MroMysqlDataSourceConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=mysqlDataSourceConfig; factoryMethodName=mysqlTranscationManager; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MysqlDataSourceConfig.class]]
2018-05-15 09:01:59.241 [restartedMain] INFO  o.s.b.factory.support.DefaultListableBeanFactory 828- Overriding bean definition for bean 'mysqlSqlSessionFactory' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=mroMysqlDataSourceConfig; factoryMethodName=mysqlSqlSessionFactory; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MroMysqlDataSourceConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=mysqlDataSourceConfig; factoryMethodName=mysqlSqlSessionFactory; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MysqlDataSourceConfig.class]]
2018-05-15 09:01:59.241 [restartedMain] INFO  o.s.b.factory.support.DefaultListableBeanFactory 828- Overriding bean definition for bean 'sqlSessionTemplate' with a different definition: replacing [Root bean: class [null]; scope=prototype; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=mroMysqlDataSourceConfig; factoryMethodName=sqlSessionTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MroMysqlDataSourceConfig.class]] with [Root bean: class [null]; scope=prototype; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=mysqlDataSourceConfig; factoryMethodName=sqlSessionTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MysqlDataSourceConfig.class]]
2018-05-15 09:01:59.241 [restartedMain] INFO  o.s.b.factory.support.DefaultListableBeanFactory 828- Overriding bean definition for bean 'mysqlScannerConfigurer' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=mroMysqlDataSourceConfig; factoryMethodName=mysqlScannerConfigurer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MroMysqlDataSourceConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=mysqlDataSourceConfig; factoryMethodName=mysqlScannerConfigurer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MysqlDataSourceConfig.class]]
2018-05-15 09:01:59.242 [restartedMain] INFO  o.s.b.factory.support.DefaultListableBeanFactory 828- Overriding bean definition for bean 'sqlSessionTemplate' with a different definition: replacing [Root bean: class [null]; scope=prototype; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=mysqlDataSourceConfig; factoryMethodName=sqlSessionTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/MysqlDataSourceConfig.class]] with [Root bean: class [null]; scope=prototype; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=oracleDataSourceConfig; factoryMethodName=sqlSessionTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qiming/qimingdata/config/datasource/OracleDataSourceConfig.class]]
2018-05-15 09:01:59.370 [restartedMain] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner 166- No MyBatis mapper was found in '[com.csjscm.config, com.csjscm.mysqldata.controller.paycontroller, com.csjscm.mysqldata.controller, com.csjscm.mysqldata]' package. Please check your configuration.
2018-05-15 09:01:59.394 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate 165- Multiple Spring Data modules found, entering strict repository configuration mode!
